synthetic_raw_id,source_case_id,label_kind,status,raw_case_dir
BraTS-MET-00574-000,BraTS-MET-00574-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00574-000
BraTS-MET-00575-000,BraTS-MET-00575-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00575-000
BraTS-MET-00576-000,BraTS-MET-00576-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00576-000
BraTS-MET-00577-000,BraTS-MET-00577-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00577-000
BraTS-MET-00577-002,BraTS-MET-00577-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00577-002
BraTS-MET-00578-000,BraTS-MET-00578-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00578-000
BraTS-MET-00579-000,BraTS-MET-00579-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00579-000
BraTS-MET-00580-001,BraTS-MET-00580-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00580-001
BraTS-MET-00580-002,BraTS-MET-00580-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00580-002
BraTS-MET-00582-000,BraTS-MET-00582-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00582-000
BraTS-MET-00584-000,BraTS-MET-00584-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00584-000
BraTS-MET-00585-000,BraTS-MET-00585-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00585-000
BraTS-MET-00586-000,BraTS-MET-00586-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00586-000
BraTS-MET-00587-000,BraTS-MET-00587-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00587-000
BraTS-MET-00588-001,BraTS-MET-00588-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00588-001
BraTS-MET-00589-000,BraTS-MET-00589-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00589-000
BraTS-MET-00591-000,BraTS-MET-00591-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00591-000
BraTS-MET-00591-001,BraTS-MET-00591-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00591-001
BraTS-MET-00593-000,BraTS-MET-00593-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00593-000
BraTS-MET-00593-001,BraTS-MET-00593-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00593-001
BraTS-MET-00594-000,BraTS-MET-00594-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00594-000
BraTS-MET-00594-001,BraTS-MET-00594-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00594-001
BraTS-MET-00595-001,BraTS-MET-00595-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00595-001
BraTS-MET-00595-002,BraTS-MET-00595-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00595-002
BraTS-MET-00595-003,BraTS-MET-00595-003,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00595-003
BraTS-MET-00596-000,BraTS-MET-00596-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00596-000
BraTS-MET-00596-001,BraTS-MET-00596-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00596-001
BraTS-MET-00597-000,BraTS-MET-00597-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00597-000
BraTS-MET-00598-000,BraTS-MET-00598-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00598-000
BraTS-MET-00598-001,BraTS-MET-00598-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00598-001
BraTS-MET-00599-000,BraTS-MET-00599-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00599-000
BraTS-MET-00599-001,BraTS-MET-00599-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00599-001
BraTS-MET-00599-002,BraTS-MET-00599-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00599-002
BraTS-MET-00599-003,BraTS-MET-00599-003,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00599-003
BraTS-MET-00600-000,BraTS-MET-00600-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00600-000
BraTS-MET-00601-000,BraTS-MET-00601-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00601-000
BraTS-MET-00601-001,BraTS-MET-00601-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00601-001
BraTS-MET-00601-002,BraTS-MET-00601-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00601-002
BraTS-MET-00602-000,BraTS-MET-00602-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00602-000
BraTS-MET-00602-001,BraTS-MET-00602-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00602-001
BraTS-MET-00603-000,BraTS-MET-00603-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00603-000
BraTS-MET-00604-000,BraTS-MET-00604-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00604-000
BraTS-MET-00605-000,BraTS-MET-00605-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00605-000
BraTS-MET-00606-000,BraTS-MET-00606-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00606-000
BraTS-MET-00607-000,BraTS-MET-00607-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00607-000
BraTS-MET-00608-000,BraTS-MET-00608-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00608-000
BraTS-MET-00609-000,BraTS-MET-00609-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00609-000
BraTS-MET-00610-000,BraTS-MET-00610-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00610-000
BraTS-MET-00611-000,BraTS-MET-00611-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00611-000
BraTS-MET-00612-000,BraTS-MET-00612-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00612-000
BraTS-MET-00614-000,BraTS-MET-00614-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00614-000
BraTS-MET-00615-000,BraTS-MET-00615-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00615-000
BraTS-MET-00616-000,BraTS-MET-00616-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00616-000
BraTS-MET-00617-000,BraTS-MET-00617-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00617-000
BraTS-MET-00619-000,BraTS-MET-00619-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00619-000
BraTS-MET-00621-000,BraTS-MET-00621-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00621-000
BraTS-MET-00622-000,BraTS-MET-00622-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00622-000
BraTS-MET-00623-001,BraTS-MET-00623-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00623-001
BraTS-MET-00624-000,BraTS-MET-00624-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00624-000
BraTS-MET-00626-000,BraTS-MET-00626-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00626-000
BraTS-MET-00626-001,BraTS-MET-00626-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00626-001
BraTS-MET-00627-000,BraTS-MET-00627-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00627-000
BraTS-MET-00629-000,BraTS-MET-00629-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00629-000
BraTS-MET-00629-001,BraTS-MET-00629-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00629-001
BraTS-MET-00630-000,BraTS-MET-00630-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00630-000
BraTS-MET-00630-001,BraTS-MET-00630-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00630-001
BraTS-MET-00630-002,BraTS-MET-00630-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00630-002
BraTS-MET-00631-000,BraTS-MET-00631-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00631-000
BraTS-MET-00633-000,BraTS-MET-00633-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00633-000
BraTS-MET-00634-000,BraTS-MET-00634-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00634-000
BraTS-MET-00635-000,BraTS-MET-00635-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00635-000
BraTS-MET-00635-001,BraTS-MET-00635-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00635-001
BraTS-MET-00636-000,BraTS-MET-00636-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00636-000
BraTS-MET-00636-001,BraTS-MET-00636-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00636-001
BraTS-MET-00637-000,BraTS-MET-00637-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00637-000
BraTS-MET-00638-000,BraTS-MET-00638-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00638-000
BraTS-MET-00638-001,BraTS-MET-00638-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00638-001
BraTS-MET-00639-000,BraTS-MET-00639-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00639-000
BraTS-MET-00639-001,BraTS-MET-00639-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00639-001
BraTS-MET-00639-002,BraTS-MET-00639-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00639-002
BraTS-MET-00639-003,BraTS-MET-00639-003,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00639-003
BraTS-MET-00640-000,BraTS-MET-00640-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00640-000
BraTS-MET-00641-001,BraTS-MET-00641-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00641-001
BraTS-MET-00641-002,BraTS-MET-00641-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00641-002
BraTS-MET-00642-000,BraTS-MET-00642-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00642-000
BraTS-MET-00643-000,BraTS-MET-00643-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00643-000
BraTS-MET-00644-000,BraTS-MET-00644-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00644-000
BraTS-MET-00644-001,BraTS-MET-00644-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00644-001
BraTS-MET-00645-000,BraTS-MET-00645-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00645-000
BraTS-MET-00646-000,BraTS-MET-00646-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00646-000
BraTS-MET-00647-001,BraTS-MET-00647-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00647-001
BraTS-MET-00648-000,BraTS-MET-00648-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00648-000
BraTS-MET-00648-001,BraTS-MET-00648-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00648-001
BraTS-MET-00650-000,BraTS-MET-00650-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00650-000
BraTS-MET-00653-003,BraTS-MET-00653-003,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00653-003
BraTS-MET-00653-004,BraTS-MET-00653-004,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00653-004
BraTS-MET-00653-005,BraTS-MET-00653-005,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00653-005
BraTS-MET-00653-006,BraTS-MET-00653-006,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00653-006
BraTS-MET-00654-000,BraTS-MET-00654-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00654-000
BraTS-MET-00654-001,BraTS-MET-00654-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00654-001
BraTS-MET-00655-000,BraTS-MET-00655-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00655-000
